ClientNum,Throughput,Latency_ms,ValueSize,WriteRatio
260, 4933.831714, 74.000000, 128, 0.5
260, 4830.044796, 82.000000, 128, 0.5
260, 4780.218343, 75.000000, 128, 0.5
260, 5057.716657, 75.000000, 128, 0.5
260, 4998.212155, 75.000000, 128, 0.5
280, 5260.375466, 77.000000, 128, 0.5
280, 5057.559263, 79.000000, 128, 0.5
280, 4510.428318, 78.000000, 128, 0.5
280, 4702.673981, 94.000000, 128, 0.5
280, 5160.603652, 81.000000, 128, 0.5
300, 4817.051577, 84.000000, 128, 0.5
300, 5043.030859, 94.000000, 128, 0.5
300, 4892.856249, 87.000000, 128, 0.5
300, 4869.737694, 90.000000, 128, 0.5
300, 4527.718179, 87.000000, 128, 0.5
20, 3247.278739, 6.000000, 128, 0.95
20, 4780.117378, 6.000000, 128, 0.95
20, 4784.352122, 6.000000, 128, 0.95
20, 2919.652777, 6.000000, 128, 0.95
20, 3915.688156, 6.000000, 128, 0.95
40, 5565.766158, 11.000000, 128, 0.95
40, 4242.289671, 12.000000, 128, 0.95
40, 4452.299135, 12.000000, 128, 0.95
40, 4811.426544, 13.000000, 128, 0.95
40, 5246.846102, 11.000000, 128, 0.95
60, 5174.544635, 18.000000, 128, 0.95
60, 4608.602960, 21.000000, 128, 0.95
60, 4789.564164, 19.000000, 128, 0.95
60, 4918.330793, 19.000000, 128, 0.95
60, 4022.622272, 19.000000, 128, 0.95
80, 5166.033728, 23.000000, 128, 0.95
80, 4874.253411, 25.000000, 128, 0.95
80, 5025.712467, 25.000000, 128, 0.95
80, 4935.538479, 24.000000, 128, 0.95
80, 4971.735183, 25.000000, 128, 0.95
100, 4786.134284, 29.000000, 128, 0.95
100, 4933.742590, 29.000000, 128, 0.95
100, 4663.619988, 31.000000, 128, 0.95
100, 4844.936112, 31.000000, 128, 0.95
100, 5018.359359, 29.000000, 128, 0.95
120, 4843.771097, 35.000000, 128, 0.95
120, 4869.507610, 34.000000, 128, 0.95
120, 4566.190538, 40.000000, 128, 0.95
120, 3676.989464, 37.000000, 128, 0.95
120, 4778.544962, 36.000000, 128, 0.95
140, 4813.440648, 40.000000, 128, 0.95
140, 4661.495075, 45.000000, 128, 0.95
140, 4614.273960, 51.000000, 128, 0.95
140, 4510.119050, 44.000000, 128, 0.95
140, 4511.603857, 45.000000, 128, 0.95
160, 4692.005018, 50.000000, 128, 0.95
160, 4424.340467, 53.000000, 128, 0.95
160, 4650.674094, 52.000000, 128, 0.95
160, 4667.159571, 52.000000, 128, 0.95
160, 4640.889870, 53.000000, 128, 0.95
180, 4748.549730, 52.000000, 128, 0.95
180, 4437.208220, 56.000000, 128, 0.95
180, 4522.100180, 57.000000, 128, 0.95
180, 4498.800038, 58.000000, 128, 0.95
180, 4695.343862, 54.000000, 128, 0.95
200, 4874.359772, 60.000000, 128, 0.95
200, 4603.243389, 61.000000, 128, 0.95
200, 4511.352441, 69.000000, 128, 0.95
200, 4348.270503, 71.000000, 128, 0.95
200, 4583.601301, 58.000000, 128, 0.95
220, 4711.737899, 68.000000, 128, 0.95
220, 4830.113721, 63.000000, 128, 0.95
220, 4447.239513, 73.000000, 128, 0.95
220, 4331.227726, 69.000000, 128, 0.95
220, 4324.514285, 69.000000, 128, 0.95
240, 4593.968513, 76.000000, 128, 0.95
240, 4330.457106, 79.000000, 128, 0.95
240, 4507.804357, 75.000000, 128, 0.95
240, 3813.272034, 76.000000, 128, 0.95
240, 4529.140388, 73.000000, 128, 0.95
260, 4427.097424, 89.000000, 128, 0.95
260, 4267.765573, 87.000000, 128, 0.95
260, 4239.082771, 89.000000, 128, 0.95
260, 4384.247160, 90.000000, 128, 0.95
260, 4451.836418, 82.000000, 128, 0.95
280, 4604.558828, 85.000000, 128, 0.95
280, 4440.129562, 94.000000, 128, 0.95
280, 4012.321401, 95.000000, 128, 0.95
280, 4466.006526, 90.000000, 128, 0.95
280, 4536.936258, 91.000000, 128, 0.95
300, 4581.792166, 92.000000, 128, 0.95
300, 4260.199037, 98.000000, 128, 0.95
300, 3527.037316, 103.000000, 128, 0.95
300, 4215.250428, 99.000000, 128, 0.95
300, 4405.225224, 96.000000, 128, 0.95
20, 4079.292844, 6.000000, 1024, 0.05
20, 4972.342128, 6.000000, 1024, 0.05
20, 5008.543253, 6.000000, 1024, 0.05
20, 3915.423814, 6.000000, 1024, 0.05
20, 4840.048343, 6.000000, 1024, 0.05
40, 5324.843136, 12.000000, 1024, 0.05
40, 4596.476065, 12.000000, 1024, 0.05
40, 4466.259853, 11.000000, 1024, 0.05
40, 5759.961544, 11.000000, 1024, 0.05
40, 5256.274040, 13.000000, 1024, 0.05
60, 5638.062050, 16.000000, 1024, 0.05
60, 5680.211263, 17.000000, 1024, 0.05
60, 5649.889663, 17.000000, 1024, 0.05
60, 5588.631324, 18.000000, 1024, 0.05
60, 5565.987636, 18.000000, 1024, 0.05
80, 4631.085122, 24.000000, 1024, 0.05
80, 5255.338129, 27.000000, 1024, 0.05
80, 5483.300917, 23.000000, 1024, 0.05
80, 5562.561500, 23.000000, 1024, 0.05
100, 5497.013295, 30.000000, 1024, 0.05
100, 5590.559136, 26.000000, 1024, 0.05
100, 5694.941962, 27.000000, 1024, 0.05
100, 5525.903621, 28.000000, 1024, 0.05
100, 5537.006433, 27.000000, 1024, 0.05
120, 5673.818269, 32.000000, 1024, 0.05
120, 5242.858719, 38.000000, 1024, 0.05
120, 5378.531173, 34.000000, 1024, 0.05
120, 5183.235564, 35.000000, 1024, 0.05
120, 5432.353892, 36.000000, 1024, 0.05
140, 5532.134422, 38.000000, 1024, 0.05
140, 5081.057315, 40.000000, 1024, 0.05
140, 5216.026347, 41.000000, 1024, 0.05
140, 5640.386218, 37.000000, 1024, 0.05
140, 4186.117246, 38.000000, 1024, 0.05
160, 5360.182056, 48.000000, 1024, 0.05
160, 5709.108303, 37.000000, 1024, 0.05
160, 5213.202549, 41.000000, 1024, 0.05
160, 5401.123771, 42.000000, 1024, 0.05
160, 5319.271964, 40.000000, 1024, 0.05
180, 5268.506755, 51.000000, 1024, 0.05
180, 5447.720875, 51.000000, 1024, 0.05
180, 5065.923213, 48.000000, 1024, 0.05
180, 5297.846844, 47.000000, 1024, 0.05
180, 5295.011735, 47.000000, 1024, 0.05
200, 5743.243977, 54.000000, 1024, 0.05
200, 5554.732801, 50.000000, 1024, 0.05
200, 5252.811010, 52.000000, 1024, 0.05
200, 5455.311587, 55.000000, 1024, 0.05
200, 5089.889127, 54.000000, 1024, 0.05
220, 5305.643303, 54.000000, 1024, 0.05
220, 4996.017729, 58.000000, 1024, 0.05
220, 4559.577850, 54.000000, 1024, 0.05
220, 5644.594827, 57.000000, 1024, 0.05
220, 5700.707899, 56.000000, 1024, 0.05
240, 5147.020394, 70.000000, 1024, 0.05
240, 5177.847615, 66.000000, 1024, 0.05
240, 4731.253843, 73.000000, 1024, 0.05
240, 4865.781554, 79.000000, 1024, 0.05
240, 5290.082829, 64.000000, 1024, 0.05
260, 5020.871913, 64.000000, 1024, 0.05
